,blockNum,uniqueId,hash,from,to,value,erc721TokenId,erc1155Metadata,tokenId,asset,category,rawContract,metadata
0,0xfc7d0d,0x14c08fd42251355c4c8776b7f66896dcac4963f54c7be817fe4608b41ff6172a:log:113,0x14c08fd42251355c4c8776b7f66896dcac4963f54c7be817fe4608b41ff6172a,0xe66b31678d6c16e9ebf358268a790b763c133750,0x3e032586bd83fc36a91454ed9b6b556d90749921,45.062004251824874,,,,BMX,erc20,"{'value': '0x02715c661e4929db6d', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-03T08:33:11.000Z'}
1,0xfc7d0d,0x14c08fd42251355c4c8776b7f66896dcac4963f54c7be817fe4608b41ff6172a:log:110,0x14c08fd42251355c4c8776b7f66896dcac4963f54c7be817fe4608b41ff6172a,0x208967332dc89dcb893dcf220d5ec19f560727ec,0xe66b31678d6c16e9ebf358268a790b763c133750,45.062004251824874,,,,BMX,erc20,"{'value': '0x02715c661e4929db6d', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-03T08:33:11.000Z'}
2,0xfc76aa,0x97f70366e7f908dacbb12a4e58940d78a2c10db6b8bd7cc58e1b1f485de7626f:log:104,0x97f70366e7f908dacbb12a4e58940d78a2c10db6b8bd7cc58e1b1f485de7626f,0x7563758243a262e96880f178aee7817dcf47ab0f,0x1fbecef227d96b9e7e47260052ec61c7cb34b4ee,5737.999999999999,,,,BMX,erc20,"{'value': '0x01370ebf16c5e7680000', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-03T03:02:11.000Z'}
3,0xfc5c5e,0x2c1123cb73fe26dbf0df83b9bc5a25dc31852f7f88513892f975acab3f68feb3:log:82,0x2c1123cb73fe26dbf0df83b9bc5a25dc31852f7f88513892f975acab3f68feb3,0x7563758243a262e96880f178aee7817dcf47ab0f,0x1fbecef227d96b9e7e47260052ec61c7cb34b4ee,9949.23333333,,,,BMX,erc20,"{'value': '0x021b59595b5dc23cb400', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-02T04:24:35.000Z'}
4,0xfc2e22,0xef9bbf22e0bbbe8f2c85fb48e3f90d3fe11e87aa12f899afa6c2d2aa6bd44834:log:279,0xef9bbf22e0bbbe8f2c85fb48e3f90d3fe11e87aa12f899afa6c2d2aa6bd44834,0xbfaf9ef45c07a9cb49c52a60a53740f587762a1b,0x189fac831c3bb49bdf4550617303961de9f1f997,100000.63,,,,BMX,erc20,"{'value': '0x152d0b8616f476ff0000', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-31T12:43:35.000Z'}
5,0xfbeb43,0xc3fc9ede65bdd8bbb6703ddc5407780bd95a103511e4210f08220612c7982faa:log:58,0xc3fc9ede65bdd8bbb6703ddc5407780bd95a103511e4210f08220612c7982faa,0x7563758243a262e96880f178aee7817dcf47ab0f,0x9c75c9b2ac0ddc6a2a13f35b25f9ec14f8ce4b5e,727.67800029,,,,BMX,erc20,"{'value': '0x27728f95dc480bd400', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-29T03:22:11.000Z'}
6,0xfbeb03,0x72aba7cc067e053dc4c06eca8c2344ce8bacc7d9a910886e85975753a6b8e326:log:39,0x72aba7cc067e053dc4c06eca8c2344ce8bacc7d9a910886e85975753a6b8e326,0x905cddf834b258a7641bccbeb07b588fd1c03944,0x208967332dc89dcb893dcf220d5ec19f560727ec,410.2,,,,BMX,erc20,"{'value': '0x163cab26aad13c0000', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-29T03:09:23.000Z'}
7,0xfbeaf8,0xa99a366b7c5a01aab59557d5023f4144981dc34fd388ee2bb0598c995ab05486:log:211,0xa99a366b7c5a01aab59557d5023f4144981dc34fd388ee2bb0598c995ab05486,0x7563758243a262e96880f178aee7817dcf47ab0f,0x905cddf834b258a7641bccbeb07b588fd1c03944,410.2,,,,BMX,erc20,"{'value': '0x163cab26aad13c0000', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-29T03:07:11.000Z'}
8,0xfbe7ea,0x86a668a58cbf41139055ab3bf6ee5d950c56baf27d5d90f36c6c44fe992d3d2e:log:43,0x86a668a58cbf41139055ab3bf6ee5d950c56baf27d5d90f36c6c44fe992d3d2e,0xe66b31678d6c16e9ebf358268a790b763c133750,0x9295cdbe774f627e5d34049564b25f6eb3da8d7a,105.26545033257949,,,,BMX,erc20,"{'value': '0x05b4da015b72ecea57', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-29T00:29:47.000Z'}
9,0xfbe7ea,0x86a668a58cbf41139055ab3bf6ee5d950c56baf27d5d90f36c6c44fe992d3d2e:log:40,0x86a668a58cbf41139055ab3bf6ee5d950c56baf27d5d90f36c6c44fe992d3d2e,0x208967332dc89dcb893dcf220d5ec19f560727ec,0xe66b31678d6c16e9ebf358268a790b763c133750,105.26545033257949,,,,BMX,erc20,"{'value': '0x05b4da015b72ecea57', 'address': '0x986ee2b944c42d017f52af21c4c69b84dbea35d8', 'decimal': '0x12'}",{'blockTimestamp': '2023-01-29T00:29:47.000Z'}
