,blockNum,uniqueId,hash,from,to,value,erc721TokenId,erc1155Metadata,tokenId,asset,category,rawContract,metadata
0,0xfc93f9,0x64b4f0d5fed046e5496ca4cf4eee2abc07a5457262cd02785667d883e236247f:log:33,0x64b4f0d5fed046e5496ca4cf4eee2abc07a5457262cd02785667d883e236247f,0x64b91b92240bc1901855dd55ae632addb650d089,0x54bcf4948e32a8706c286416e3ced37284f17fc9,1348928.8378806117,,,,Mars,erc20,"{'value': '0x011da5942e11212a33480c', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T04:11:11.000Z'}
1,0xfc93f9,0x4b24e403b4bf14343878037d8e5c5db31de1745632006c1e7a78cee55384baa2:log:26,0x4b24e403b4bf14343878037d8e5c5db31de1745632006c1e7a78cee55384baa2,0xc55913df7471e01f2849003b718f7aac1747a107,0x64b91b92240bc1901855dd55ae632addb650d089,1400000.0,,,,Mars,erc20,"{'value': '0x01287626ee52197b000000', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T04:11:11.000Z'}
2,0xfc93f9,0xc7bb72e6d0600513fe016f47ca1f92efdbf63b894723af2c71fba468a9d82610:log:20,0xc7bb72e6d0600513fe016f47ca1f92efdbf63b894723af2c71fba468a9d82610,0x54bcf4948e32a8706c286416e3ced37284f17fc9,0x64b91b92240bc1901855dd55ae632addb650d089,815184.0914440895,,,,Mars,erc20,"{'value': '0xac9f37d869fa4987dace', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T04:11:11.000Z'}
3,0xfc93d4,0x3cde2eaa16850f2cbe25ff23e9cb5195b504436833f251ff13501dac2a24f8ee:log:55,0x3cde2eaa16850f2cbe25ff23e9cb5195b504436833f251ff13501dac2a24f8ee,0xc55913df7471e01f2849003b718f7aac1747a107,0xeaaacc5595f78ecf0b0ecd67f3b43d9f2a8730c7,1322664.05816675,,,,Mars,erc20,"{'value': '0x011815c323e823a91d2c00', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T04:03:35.000Z'}
4,0xfc9392,0xd8d1addbf96b52fdde9761ef2e326ae22494f5771c0d79c9c6f5710505ccdfbd:log:102,0xd8d1addbf96b52fdde9761ef2e326ae22494f5771c0d79c9c6f5710505ccdfbd,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xc55913df7471e01f2849003b718f7aac1747a107,2722664.05816675,,,,Mars,erc20,"{'value': '0x02408bea123a3d241d2c00', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:50:23.000Z'}
5,0xfc9392,0xd6cca153de1be7ef4387cb06ef568c85135723b77843e2282fb4f5c8ecc2472d:log:12,0xd6cca153de1be7ef4387cb06ef568c85135723b77843e2282fb4f5c8ecc2472d,0x64b91b92240bc1901855dd55ae632addb650d089,0x54bcf4948e32a8706c286416e3ced37284f17fc9,2330752.0300352233,,,,Mars,erc20,"{'value': '0x01ed8e521aff885a093e3b', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:50:23.000Z'}
6,0xfc9392,0x6b760b1bb0e515608b656743c08cded73b3591fab5a1e29351f2dfbb30998e03:log:7,0x6b760b1bb0e515608b656743c08cded73b3591fab5a1e29351f2dfbb30998e03,0xfb3cee83a0a97c8d7999ebd59496a4fde4f40033,0x64b91b92240bc1901855dd55ae632addb650d089,6083930.40362991,,,,Mars,erc20,"{'value': '0x050852872dd8a2d96ccb30', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:50:23.000Z'}
7,0xfc9392,0xe4396281f6884766c6474d676c0f1cc94df456cecd8844cc477ea1b348707354:log:1,0xe4396281f6884766c6474d676c0f1cc94df456cecd8844cc477ea1b348707354,0x54bcf4948e32a8706c286416e3ced37284f17fc9,0x64b91b92240bc1901855dd55ae632addb650d089,154770.87898706537,,,,Mars,erc20,"{'value': '0x20c6256adb7998f660d6', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:50:23.000Z'}
8,0xfc9303,0x749ef6e35a7bbb7ea282d21763408d95b8db679b4a6b417646deb9903f2d6aef:log:122,0x749ef6e35a7bbb7ea282d21763408d95b8db679b4a6b417646deb9903f2d6aef,0xd6c8fc05d64a314184fc6f35ac0840494687eaa0,0x0d0707963952f2fba59dd06f2b425ace40b492fe,2247077.89716164,,,,Mars,erc20,"{'value': '0x01dbd6563e93908af00c20', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:21:47.000Z'}
9,0xfc9301,0xf548e0a856d165ad7100d2528e023b87b3ab8ae846b7fd37a3fafacf58375ef0:log:159,0xf548e0a856d165ad7100d2528e023b87b3ab8ae846b7fd37a3fafacf58375ef0,0xc623786dbdcc60b4288a0412f53afd44966a6a28,0x0d0707963952f2fba59dd06f2b425ace40b492fe,2118748.3688828037,,,,Mars,erc20,"{'value': '0x01c0a9944810f19292927a', 'address': '0x66c0dded8433c9ea86c8cf91237b14e10b4d70b7', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T03:21:23.000Z'}
