,blockNum,uniqueId,hash,from,to,value,erc721TokenId,erc1155Metadata,tokenId,asset,category,rawContract,metadata
0,0xfca1b2,0xf8e5d174c26e32ad987f15151fe042ca4ac72cab194259afbe4e70bbb5ab3397:log:168,0xf8e5d174c26e32ad987f15151fe042ca4ac72cab194259afbe4e70bbb5ab3397,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,0x0000000000000000000000000000000000000000,499.5937161850611,,,,DOLA,erc20,"{'value': '0x1b15416de8cbe3de1e', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:59:59.000Z'}
1,0xfca1b2,0xf8e5d174c26e32ad987f15151fe042ca4ac72cab194259afbe4e70bbb5ab3397:log:166,0xf8e5d174c26e32ad987f15151fe042ca4ac72cab194259afbe4e70bbb5ab3397,0xba12222222228d8ba445958a75a0704d566bf2c8,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,499.5937161850611,,,,DOLA,erc20,"{'value': '0x1b15416de8cbe3de1e', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:59:59.000Z'}
2,0xfca16d,0x8704292a2241b6ff7ccadf2f00622bd9c2965ca108878d25809d251420047385:log:316,0x8704292a2241b6ff7ccadf2f00622bd9c2965ca108878d25809d251420047385,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,0x0000000000000000000000000000000000000000,500.02055020867044,,,,DOLA,erc20,"{'value': '0x1b1b2dd9313f2d6afd', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:46:11.000Z'}
3,0xfca16d,0x8704292a2241b6ff7ccadf2f00622bd9c2965ca108878d25809d251420047385:log:314,0x8704292a2241b6ff7ccadf2f00622bd9c2965ca108878d25809d251420047385,0xba12222222228d8ba445958a75a0704d566bf2c8,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,500.02055020867044,,,,DOLA,erc20,"{'value': '0x1b1b2dd9313f2d6afd', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:46:11.000Z'}
4,0xfca0e9,0xcd44b28189db41f98995be84b19b925581d5ca233cb3362b555ac80d4798f92d:log:350,0xcd44b28189db41f98995be84b19b925581d5ca233cb3362b555ac80d4798f92d,0x1a776c84d64ecada985c968c3589b3c8615a1e7c,0xba12222222228d8ba445958a75a0704d566bf2c8,50000.00097136405,,,,DOLA,erc20,"{'value': '0x0a9681676418cc10d593', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:19:35.000Z'}
5,0xfca0c8,0x08a95373b4b1c3772f6eae88a52ae9ac270119e966893bff87c8c9056e1a3c8b:log:116,0x08a95373b4b1c3772f6eae88a52ae9ac270119e966893bff87c8c9056e1a3c8b,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,0xba12222222228d8ba445958a75a0704d566bf2c8,1000.0,,,,DOLA,erc20,"{'value': '0x3635c9adc5dea00000', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:12:59.000Z'}
6,0xfca0c8,0x08a95373b4b1c3772f6eae88a52ae9ac270119e966893bff87c8c9056e1a3c8b:log:114,0x08a95373b4b1c3772f6eae88a52ae9ac270119e966893bff87c8c9056e1a3c8b,0x0000000000000000000000000000000000000000,0x1cd24e3fbae88becbafed4b8cda765d1e6e3bc03,1000.0,,,,DOLA,erc20,"{'value': '0x3635c9adc5dea00000', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:12:59.000Z'}
7,0xfca0a8,0xb92854f223da396f4ded3b27ea64b6816291ac4c1747d73145fd72eb6dab1df0:log:69,0xb92854f223da396f4ded3b27ea64b6816291ac4c1747d73145fd72eb6dab1df0,0x08780fb7e580e492c1935bee4fa5920b94aa95da,0x1a776c84d64ecada985c968c3589b3c8615a1e7c,49999.99999999999,,,,DOLA,erc20,"{'value': '0x0a968163f0a57b400000', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:06:35.000Z'}
8,0xfca0a8,0xb92854f223da396f4ded3b27ea64b6816291ac4c1747d73145fd72eb6dab1df0:log:56,0xb92854f223da396f4ded3b27ea64b6816291ac4c1747d73145fd72eb6dab1df0,0xe57180685e3348589e9521aa53af0bcd497e884d,0x08780fb7e580e492c1935bee4fa5920b94aa95da,49999.99999999999,,,,DOLA,erc20,"{'value': '0x0a968163f0a57b400000', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T15:06:35.000Z'}
9,0xfc9f71,0xda0135ca519209636f8166a2c14cbd06b11d9a8fec7583f205f499473bc91b57:log:73,0xda0135ca519209636f8166a2c14cbd06b11d9a8fec7583f205f499473bc91b57,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xe57180685e3348589e9521aa53af0bcd497e884d,8958.760259651222,,,,DOLA,erc20,"{'value': '0x01e5a7c61e9b4d7027c9', 'address': '0x865377367054516e17014ccded1e7d814edc9ce4', 'decimal': '0x12'}",{'blockTimestamp': '2023-02-04T14:03:35.000Z'}
